action,en,name,kind,category,source
added,Renaissance Monumental Ensembles of Úbeda and Baeza,Монументальные ансамбли Возрождения в городах Убеда и Баэса,human,architecture,unesco_full
added,Archaeological Ensemble of Mérida,Археологический ансамбль в городе Мерида,human,architecture,unesco_full
added,Royal Monastery of Santa María de Guadalupe,Королевский монастырь Санта-Мария-де-Гуадалупе,human,sacred,unesco_full
added,Routes of Santiago de Compostela: <i>Camino Francés</i> and Routes of Northern Spain,Дороги в Сантьяго-де-Компостела: Camino francés и дороги на севере Испании,human,architecture,unesco_full
added,Historic Walled Town of Cuenca,Укрепленная часть города Куэнка,human,city,unesco_full
added,La Lonja de la Seda de Valencia,Комплекс зданий Лонха-де-ла-Седа в Валенсии,human,architecture,unesco_full
added,Las Médulas,Район древней золотодобычи Лас-Медулас,human,architecture,unesco_full
added,"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",Дворец каталонской музыки и больница Сан-По в Барселоне,human,architecture,unesco_full
added,San Millán Yuso and Suso Monasteries,Монастыри Сан-Мильян в Юсо и в Сусо,human,engineering,unesco_full
added,Rock Art of the Mediterranean Basin on the Iberian Peninsula,Наскальная живопись в средиземноморской части Пиренейского полуострова,human,archaeology,unesco_full
added,Archaeological Ensemble of Tarraco,Археологический комплекс Таррако (город Таррагона),human,architecture,unesco_full
added,University and Historic Precinct of Alcalá de Henares,Университет и историческая часть города Алькала-де-Энарес,human,architecture,unesco_full
added,San Cristóbal de La Laguna,Город Сан-Кристобаль-де-ла-Лагуна (Канарские острова),human,architecture,unesco_full
added,Palmeral of Elche,Пальмераль - пальмовые рощи вокруг города Эльче,human,architecture,unesco_full
added,Roman Walls of Lugo,Древнеримские стены в городе Луго,human,architecture,unesco_full
added,Catalan Romanesque Churches of the Vall de Boí,"Романские церкви в Валь-де-Бой, Каталония",human,architecture,unesco_full
added,Archaeological Site of Atapuerca,Археологические находки в пещерах Атапуэрка,human,architecture,unesco_full
added,Aranjuez Cultural Landscape,Культурный ландшафт дворцово-паркового ансамбля Аранхуэс,human,architecture,unesco_full
added,Vizcaya Bridge,Бискайский мост-транспортер (окрестности города Бильбао),human,engineering,unesco_full
added,Tower of Hercules,Tower of Hercules,human,engineering,unesco_full
added,Cultural Landscape of the Serra de Tramuntana,Культурный ландшафт Серра-де-Трамунтана,human,architecture,unesco_full
added,Antequera Dolmens Site,Дольмены Антекеры,human,architecture,unesco_full
added,Talayotic Menorca,Талайотик Менорка,human,architecture,unesco_full
added,Caliphate City of Medina Azahara,Дворцовый город Мадина Аз-захра,human,city,unesco_full
added,Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,Культурный ландшафт Риско-Кайдо и священных гор Гран-Канарии,human,sacred,unesco_full
added,"Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences","Paseo del Prado и Buen Retiro, ландшафт искусств и наук",human,architecture,unesco_full
added,Sacred City of Anuradhapura,Священный город Анурадхапура,human,sacred,unesco_full
added,Ancient City of Polonnaruwa,Древний город Полоннарува,human,archaeology,unesco_full
added,Ancient City of Sigiriya,Древний город Сигирия,human,archaeology,unesco_full
added,Sacred City of Kandy,Священный город Канди,human,sacred,unesco_full
added,Old Town of Galle and its Fortifications,Старая часть и укрепления города Галле,human,city,unesco_full
added,Rangiri Dambulla Cave Temple,“Золотой храм” Дамбулла,human,sacred,unesco_full
added,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",Базилика Рождества Христова и тропы паломников,human,sacred,unesco_full
added,"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir","Палестина: земля олив и виноградников. Культурный ландшафт южной части Иерусалима, Батир (Палестина)",human,architecture,unesco_full
added,Hebron/Al-Khalil Old Town,Hebron/Al-Khalil Old Town,human,city,unesco_full
added,Ancient Jericho/Tell es-Sultan,Древний Иерихон/Телль-эс-Султан,human,archaeology,unesco_full
added,Saint Hilarion Monastery/ Tell Umm Amer,Монастырь Святого Иллариона/ Телл Умм Амер,human,sacred,unesco_full
added,Gebel Barkal and the Sites of the Napatan Region,Священная скала Гебель-Баркал и археологические памятники в области Напатан,human,architecture,unesco_full
added,Archaeological Sites of the Island of Meroe,Археологические памятники острова Мероэ,human,architecture,unesco_full
added,Historic Inner City of Paramaribo,Исторический центр города Парамарибо,human,city,unesco_full
added,Jodensavanne Archaeological Site: Jodensavanne Settlement and Cassipora Creek Cemetery,Археологический памятник Йоденсаванна: Поселение Йоденсаванна и кладбище Кассипора-Крик,human,architecture,unesco_full
added,Birka and Hovgården,Археологические объекты Бирка и Ховгорден,human,architecture,unesco_full
added,Engelsberg Ironworks,Железоделательный завод Энгельсберг,human,architecture,unesco_full
added,Rock Carvings in Tanum,Наскальные рельефы в Тануме,human,architecture,unesco_full
added,Skogskyrkogården,Скугсчюркогорден – «Лесное кладбише» в Стокгольме,human,architecture,unesco_full
added,Royal Domain of Drottningholm,Королевская резиденция Дротнингхольм,human,architecture,unesco_full
added,Hanseatic Town of Visby,Ганзейский город Висбю,human,city,unesco_full
added,"Church Town of Gammelstad, Luleå",“Церковный городок” Гаммельстад вблизи города Лулео,human,sacred,unesco_full
updated,Laponian Area,Лапландия,mixed,mixed_landscape,unesco_full
added,Naval Port of Karlskrona,Военно-морской порт Карлскруна,human,architecture,unesco_full
added,Agricultural Landscape of Southern Öland,Сельский ландшафт в южной части острова Эланд,human,architecture,unesco_full
added,Mining Area of the Great Copper Mountain in Falun,"Горнопромышленный район Большая Медная гора, город Фалун",human,engineering,unesco_full
added,"Grimeton Radio Station, Varberg",Радиостанция Варберг,human,architecture,unesco_full
added,Decorated Farmhouses of Hälsingland,Decorated Farmhouses of Hälsingland,human,architecture,unesco_full
added,Old City of Berne,Старый город в Берне,human,city,unesco_full
added,Abbey of St Gall,Монастырь Св. Галла (город Санкт-Галлен),human,sacred,unesco_full
added,Benedictine Convent of St John at Müstair,Бенедиктинский монастырь Св. Иоанна в Мюстаире,human,architecture,unesco_full
added,"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona","Три замка, крепостные стены и валы торгового города Беллинцона",human,fortress,unesco_full
added,"Lavaux, Vineyard Terraces",Террасовые виноградники Лаво,human,architecture,unesco_full
added,"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning","La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",human,city,unesco_full
added,Ancient City of Damascus,Старый город в Дамаске,human,archaeology,unesco_full
added,Ancient City of Aleppo,Старый город в Халебе,human,archaeology,unesco_full
added,Ancient City of Bosra,Старый город в Босре,human,archaeology,unesco_full
added,Site of Palmyra,Археологические памятники Пальмиры,human,architecture,unesco_full
added,Crac des Chevaliers and Qal’at Salah El-Din,Замки Крак-де-Шевалье и Калъат-Салах-ад-Дин,human,architecture,unesco_full
added,Ancient Villages of Northern Syria,Древние деревни Северной Сирии,human,archaeology,unesco_full
added,Proto-urban Site of Sarazm,Саразм,human,city,unesco_full
added,Cultural Heritage Sites of Ancient Khuttal,Объекты культурного наследия Древнего Хутталя,human,archaeology,unesco_full
added,Historic Town of Sukhothai and Associated Historic Towns,Исторический город Сукотаи и соседние исторические города,human,city,unesco_full
added,Ban Chiang Archaeological Site,Археологический памятник Банчианг,human,architecture,unesco_full
added,Historic City of Ayutthaya,Исторический город Аютия и соседние исторические города,human,city,unesco_full
added,"Phu Phrabat, a testimony to the Sīma stone tradition of the Dvaravati period",Исторический парк Пху Пхра Бат,human,architecture,unesco_full
added,The Ancient Town of Si Thep and its Associated Dvaravati Monuments,Древний город Си Тхеп и связанные с ним памятники Дваравати,human,archaeology,unesco_full
added,Medina of Tunis,Медина (старая часть) города Тунис,human,city,unesco_full
added,Archaeological Site of Carthage,Руины Карфагена,human,architecture,unesco_full
added,Amphitheatre of El Jem,Амфитеатр в Эль-Джеме,human,architecture,unesco_full
added,Punic Town of Kerkuane and its Necropolis,Пунический город Керкуан и его некрополь,human,archaeology,unesco_full
added,Medina of Sousse,Medina of Sousse,human,city,unesco_full
added,Kairouan,Kairouan,human,architecture,unesco_full
added,Dougga / Thugga,Древний город Дугга (Тугга),human,architecture,unesco_full
added,Djerba: Testimony to a settlement pattern in an island territory,Джерба: Свидетельство системы расселения на островной территории,human,architecture,unesco_full
added,Historic Areas of Istanbul,Исторические районы Стамбула,human,architecture,unesco_full
added,Göreme National Park and the Rock Sites of Cappadocia,Национальный парк Гёреме и пещерные постройки Каппадокии,mixed,mixed_landscape,unesco_full
added,Great Mosque and Hospital of Divriği,Большая мечеть и больница в городе Дивриги,human,sacred,unesco_full
added,Hattusha: the Hittite Capital,Древний город Хаттусас,human,architecture,unesco_full
added,Nemrut Dağ,Археологические находки на горе Немрут-Даг,human,architecture,unesco_full
added,Xanthos-Letoon,Древний город Ксанф и храм Летоон,human,architecture,unesco_full
added,Hierapolis-Pamukkale,Древний город Иерополис и источники Памуккале,mixed,mixed_landscape,unesco_full
added,City of Safranbolu,Город Сафранболу,human,city,unesco_full
added,Archaeological Site of Troy,Археологические памятники Трои,human,architecture,unesco_full
added,Ephesus,Эфес,human,architecture,unesco_full
added,Selimiye Mosque and its Social Complex,Мечеть Селимие и его социальный комплекс,human,sacred,unesco_full
added,Neolithic Site of Çatalhöyük,Neolithic Site of Çatalhöyük,human,architecture,unesco_full
added,Bursa and Cumalıkızık: the Birth of the Ottoman Empire,Bursa and Cumalıkızık: the Birth of the Ottoman Empire,human,architecture,unesco_full
added,Pergamon and its Multi-Layered Cultural Landscape,Pergamon and its Multi-Layered Cultural Landscape,human,architecture,unesco_full
added,Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,Культурный ландшафт «Крепость Диярбакыр и сады Хевсель»,human,fortress,unesco_full
added,Archaeological Site of Ani,Археологический объект Ани,human,architecture,unesco_full
added,Aphrodisias,Aphrodisias,human,architecture,unesco_full
added,Göbekli Tepe,Гёбекли-Тепе,human,architecture,unesco_full
added,Arslantepe Mound,Курган Арслантепе,human,archaeology,unesco_full
added,Gordion,Гордион,human,architecture,unesco_full
added,Wooden Hypostyle Mosques of Medieval Anatolia,Деревянные гипостильные мечети средневековой Анатолии,human,architecture,unesco_full
added,Sardis and the Lydian Tumuli of Bin Tepe,Сарды и лидийские курганы Бинтепе,human,architecture,unesco_full
added,State Historical and Cultural Park “Ancient Merv”,Государственный историко-культурный парк Древний Мерв,human,archaeology,unesco_full
added,Kunya-Urgench,Древний город Куня-Ургенч,human,architecture,unesco_full
added,Parthian Fortresses of Nisa,Парфянские крепости Нисы,human,architecture,unesco_full
added,Tombs of Buganda Kings at Kasubi,Захоронение королей Буганда в Касуби,human,architecture,unesco_full
added,"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra","Киев: Софийский собор и связанные с ним монастырские строения, Киево-Печерская лавра",human,sacred,unesco_full
added,L'viv – the Ensemble of the Historic Centre,Ансамбль исторического центра Львова,human,city,unesco_full
added,Residence of Bukovinian and Dalmatian Metropolitans,Резиденция митрополитов Православной церкви Буковины и Далмации,human,architecture,unesco_full
added,Ancient City of Tauric Chersonese and its Chora,Ancient City of Tauric Chersonese and its Chora,human,archaeology,unesco_full
added,The Historic Centre of Odesa,The Historic Centre of Odesa,human,city,unesco_full
added,"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)","Культурные объекты Аль-Айн: Хафит, Хили, Бидаа Бинт аль-Азиз и оазисы этого района",human,architecture,unesco_full
added,Faya Palaeolandscape,Палеоландшафт Файя,human,architecture,unesco_full
added,Durham Castle and Cathedral,Замок и кафедральный собор в городе Дарем,human,sacred,unesco_full
added,Ironbridge Gorge,Ущелье Айрон-Бридж,human,architecture,unesco_full
added,Studley Royal Park including the Ruins of Fountains Abbey,Парк Стадли-Ройял и развалины монастыря Фаунтинз,human,sacred,unesco_full
added,"Stonehenge, Avebury and Associated Sites","Мегалитические памятники Стоунхендж, Эйвбери и прилегающие археологические объекты",human,architecture,unesco_full
added,Castles and Town Walls of King Edward in Gwynedd,Замки и крепости короля Эдуарда I в древнем княжестве Гуинедд,human,city,unesco_full
updated,St Kilda,Острова Сент-Килда,mixed,mixed_landscape,unesco_full
added,The English Lake District,The English Lake District,human,architecture,unesco_full
added,Blenheim Palace,Дворец Бленхейм,human,fortress,unesco_full
added,Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,"Вестминстерский дворец, Вестминстерское аббатство и церковь Cент-Маргарет (Лондон)",human,sacred,unesco_full
added,City of Bath,Город Бат,human,city,unesco_full
added,New Lanark,Фабричный поселок Нью-Ланарк,human,architecture,unesco_full
added,Tower of London,Лондонский Тауэр,human,engineering,unesco_full
added,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church","Кафедральный собор, монастырь Сент-Огастин и церковь Сент-Мартин в городе Кентербери",human,sacred,unesco_full
added,Heart of Neolithic Orkney,Памятники неолита на Оркнейских островах,human,architecture,unesco_full
added,Old and New Towns of Edinburgh,Старый город и Новый город в Эдинбурге,human,architecture,unesco_full
added,Maritime Greenwich,«Морской Гринвич» (Лондон),human,architecture,unesco_full
added,"Historic Town of St George and Related Fortifications, Bermuda","Исторический город Сент-Джордж и его укрепления, Бермудские острова",human,city,unesco_full
added,Blaenavon Industrial Landscape,Горнопромышленный ландшафт Блэнавон,human,engineering,unesco_full
added,Saltaire,Фабричный поселок Солтейр,human,architecture,unesco_full
added,Derwent Valley Mills,Фабрики в долине реки Дервент,human,architecture,unesco_full
added,"Royal Botanic Gardens, Kew",Королевские ботанические сады в Кью (пригород Лондона),human,architecture,unesco_full
added,Cornwall and West Devon Mining Landscape,Горнопромышленный ландшафт Корнуолла и Западного Девоншира,human,engineering,unesco_full
added,Pontcysyllte Aqueduct and Canal,Pontcysyllte Aqueduct and Canal,human,engineering,unesco_full
added,The Forth Bridge,Мост Форт-Бридж,human,engineering,unesco_full
added,Gorham's Cave Complex,Комплекс пещеры Горама,human,architecture,unesco_full
added,Jodrell Bank Observatory,Обсерватория Джодрелл-Бэнк,human,engineering,unesco_full
added,The Slate Landscape of Northwest Wales,Сланцевый ландшафт Северо-Западного Уэльса,human,architecture,unesco_full
updated,Ngorongoro Conservation Area,Охраняемая область Нгоронгоро,mixed,mixed_landscape,unesco_full
added,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,Руины Килва-Кисивани и Сонга-Манара,human,archaeology,unesco_full
added,Stone Town of Zanzibar,«Каменный город» в Занзибаре,human,city,unesco_full
added,Kondoa Rock-Art Sites,Наскальные изображения в Кондоа,human,architecture,unesco_full
added,Mesa Verde National Park,Древние индейские поселения на плато Меса-Верде,human,architecture,unesco_full
added,Independence Hall,Индепенденс-холл (город Филадельфия),human,architecture,unesco_full
added,Cahokia Mounds State Historic Site,Исторический памятник Курганы Кахокии,human,architecture,unesco_full
added,La Fortaleza and San Juan National Historic Site in Puerto Rico,Крепость и историческая часть города Сан-Хуан на острове Пуэрто-Рико,human,architecture,unesco_full
added,Statue of Liberty,Статуя Свободы (Нью-Йорк),human,monument,unesco_full
added,Chaco Culture,Национальный исторический парк Чако,human,architecture,unesco_full
added,Monticello and the University of Virginia in Charlottesville,Усадьба Монтичелло и университет штата Виргиния в городе Шарлотсвилл,human,architecture,unesco_full
added,Taos Pueblo,Индейское поселение Пуэбло-де-Таос,human,architecture,unesco_full
updated,Papahānaumokuākea,Национальный морской парк «Папаханаумокуакеа»,mixed,mixed_landscape,unesco_full
added,Monumental Earthworks of Poverty Point,Monumental Earthworks of Poverty Point,human,architecture,unesco_full
added,San Antonio Missions,Миссии Сан-Антонио,human,architecture,unesco_full
added,The 20th-Century Architecture of Frank Lloyd Wright,Архитектура XX века Фрэнка Ллойда Райта,human,architecture,unesco_full
added,Hopewell Ceremonial Earthworks,Церемониальные земляные сооружения Хоупвелла,human,architecture,unesco_full
added,Historic Quarter of the City of Colonia del Sacramento,Историческая часть города Колония-дель-Сакраменто,human,city,unesco_full
added,Fray Bentos Industrial Landscape,Культурно-индустриальный ландшафт города Фрай-Бентос,human,engineering,unesco_full
added,The work of engineer Eladio Dieste: Church of Atlántida,Работа инженера Эладио Диесте: Церковь Атлантиды,human,sacred,unesco_full
added,Itchan Kala,"Ичан-Кала (Внутренняя крепость), город Хива",human,architecture,unesco_full
added,Historic Centre of Bukhara,Исторический центр города Бухара,human,city,unesco_full
added,Samarkand – Crossroad of Cultures,Самарканд – перекресток культур,human,architecture,unesco_full
added,Historic Centre of Shakhrisyabz,Исторический центр города Шахрисабз,human,city,unesco_full
added,Chief Roi Mata’s Domain,Владения вождя Роя Маты,human,architecture,unesco_full
added,Coro and its Port,Город Коро и его порт,human,architecture,unesco_full
added,Ciudad Universitaria de Caracas,Университетский городок в Каракасе,human,architecture,unesco_full
added,Complex of Hué Monuments,Комплекс памятников Хюэ,human,architecture,unesco_full
added,Hoi An Ancient Town,Исторический город Хойан,human,archaeology,unesco_full
added,My Son Sanctuary,Святилище Мишон,human,sacred,unesco_full
added,Central Sector of the Imperial Citadel of Thang Long - Hanoi,"Императорская цитадель Тханг Лонг, Ханой",human,fortress,unesco_full
added,Citadel of the Ho Dynasty,Цитадель династии Хо,human,fortress,unesco_full
updated,Trang An Landscape Complex,Trang An Landscape Complex,mixed,mixed_landscape,unesco_full
added,"Yen Tu-Vinh Nghiem-Con Son, Kiep Bac Complex of Monuments and Landscapes","Комплекс памятников и ландшафтов Йенты, Виньнгием, Коншон, Киепбак",human,architecture,unesco_full
added,Old Walled City of Shibam,Старый укрепленный город Шибам,human,city,unesco_full
added,Old City of Sana'a,Старый город в Сане,human,city,unesco_full
added,Historic Town of Zabid,Исторический город Забид,human,city,unesco_full
added,"Landmarks of the Ancient Kingdom of Saba, Marib","Landmarks of the Ancient Kingdom of Saba, Marib",human,archaeology,unesco_full
updated,Matobo Hills,Холмы Матобо,human,architecture,unesco_full
added,Great Zimbabwe National Monument,Национальный памятник Великий Зимбабве,human,monument,unesco_full
added,Khami Ruins National Monument,Национальный памятник Руины Кхами,human,archaeology,unesco_full
added,Natural and Cultural Heritage of the Ohrid region,Природное и культурное наследие Охридского региона,mixed,mixed_landscape,unesco_full
added,"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",Архитектурное наследие Ле Корбюзье: выдающийся вклад в модернизм,human,architecture,unesco_full
added,"Qhapaq Ñan, Andean Road System","Qhapaq Ñan, Andean Road System",human,engineering,unesco_full
added,"Jesuit Missions of the Guaranis: San Ignacio Mini, Santa Ana, Nuestra Señora de Loreto and Santa Maria Mayor (Argentina), Ruins of Sao Miguel das Missoes (Brazil)","Иезуитские миссии на землях индейцев гуарани: Сан-Игнасио-Мини, Санта-Ана, Нуэстра-Сеньора-де-Лорето и Санта-Мария-ла-Майор (Аргентина); руины Сан-Мигел-дас-Мисойнс (Бразилия)",human,archaeology,unesco_full
added,The Great Spa Towns of Europe,Великие курортные города Европы,human,architecture,unesco_full
added,Prehistoric Pile Dwellings around the Alps,Доисторические свайные поселения в Альпах,human,archaeology,unesco_full
added,Frontiers of the Roman Empire – The Danube Limes (Western Segment),Укрепленные рубежи Римской империи - Дунайские рубежи (западный сегмент),human,architecture,unesco_full
added,Fertö / Neusiedlersee Cultural Landscape,Культурный ландшафт Фертё – Нойзидлер-Зе,human,architecture,unesco_full
added,Struve Geodetic Arc,Геодезическая дуга Струве,human,architecture,unesco_full
added,Belfries of Belgium and France,Колокольни городов Бельгии и Франции,human,architecture,unesco_full
added,Colonies of Benevolence,Колонии милосердия,human,architecture,unesco_full
added,"Koutammakou, the Land of the Batammariba",земля народности батаммариба,human,architecture,unesco_full
added,Stećci Medieval Tombstone Graveyards,Стечки – средневековые надгробья,human,architecture,unesco_full
added,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,human,architecture,unesco_full
added,Venetian Works of Defence between the 16th and 17th Centuries: <em>Stato da Terra</em> – Western <em>Stato da Mar</em>,Venetian Works of Defence between the 16th and 17th Centuries: <em>Stato da Terra</em> – Western <em>Stato da Mar</em>,human,fortress,unesco_full
added,Erzgebirge/Krušnohoří Mining Region,Горнодобывающий регион Erzgebirge/Krušné hory,human,engineering,unesco_full
added,Moravian Church Settlements,Поселения Моравской церкви,human,sacred,unesco_full
updated,Pyrénées - Mont Perdu,Район горы Мон-Пердю в Пиренеях,mixed,mixed_landscape,unesco_full
added,Stone Circles of Senegambia,Кольца камней-мегалитов в Сенегамбии,human,architecture,unesco_full
added,Frontiers of the Roman Empire – The Lower German Limes,Укрепленные рубежи Римской империи - Нижнегерманские рубежи,human,architecture,unesco_full
added,Muskauer Park / Park Mużakowski,Мускауер-Парк / Парк-Музаковски,human,architecture,unesco_full
added,Frontiers of the Roman Empire,Укрепленные рубежи Римской империи,human,architecture,unesco_full
added,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura","Исторический центр Рима и владения Ватикана, пользующиеся правами экстерриториальности, включая церковь Сан-Паоло-Фуори-ле-Мура",human,city,unesco_full
added,Rhaetian Railway in the Albula / Bernina Landscapes,Ретийская железная дорога в культурном ландшафте Альбулы и Бернины,human,engineering,unesco_full
updated,Maloti-Drakensberg Park,Maloti-Drakensberg Park,mixed,mixed_landscape,unesco_full
updated,Curonian Spit,Куршская коса,human,architecture,unesco_full
added,Wooden <em>Tserkvas</em> of the Carpathian Region in Poland and Ukraine,Wooden <em>Tserkvas</em> of the Carpathian Region in Poland and Ukraine,human,architecture,unesco_full
added,Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,Наскальное искусство эпохи палеолита Сиега Верде,human,archaeology,unesco_full
added,Heritage of Mercury. Almadén and Idrija,Heritage of Mercury. Almadén and Idrija,human,architecture,unesco_full
added,Silk Roads: Zarafshan-Karakum Corridor,Шелковый путь: Зарафшан-Каракумский коридор,human,architecture,unesco_full
updated,Cambodian Memorial Sites: From centres of repression to places of peace and reflection,Cambodian Memorial Sites: From centres of repression to places of peace and reflection,human,monument,places
updated,Cultural Heritage Sites of Ancient Khuttal,Cultural Heritage Sites of Ancient Khuttal,human,archaeology,places
updated,Diy-Gid-Biy Cultural Landscape of the Mandara Mountains,Diy-Gid-Biy Cultural Landscape of the Mandara Mountains,human,architecture,places
updated,Faya Palaeolandscape,Faya Palaeolandscape,human,architecture,places
updated,Forest Research Institute Malaysia Forest Park Selangor,Forest Research Institute Malaysia Forest Park Selangor,human,architecture,places
added,Funerary Tradition in the Prehistory of Sardinia – The domus de janas,Funerary Tradition in the Prehistory of Sardinia – The domus de janas,human,architecture,places
updated,Maratha Military Landscapes of India,Maratha Military Landscapes of India,human,fortress,places
updated,Megaliths of Carnac and of the shores of Morbihan,Megaliths of Carnac and of the shores of Morbihan,human,architecture,places
updated,Minoan Palatial Centres,Minoan Palatial Centres,human,city,places
updated,Mount Mulanje Cultural Landscape,Mount Mulanje Cultural Landscape,human,architecture,places
updated,Murujuga Cultural Landscape,Murujuga Cultural Landscape,human,architecture,places
updated,Petroglyphs along the Bangucheon Stream,Petroglyphs along the Bangucheon Stream,human,architecture,places
updated,Prehistoric Sites of the Khorramabad Valley,Prehistoric Sites of the Khorramabad Valley,human,archaeology,places
updated,Rock Paintings of Shulgan-Tash Cave,Rock Paintings of Shulgan-Tash Cave,human,architecture,places
updated,Sardis and the Lydian Tumuli of Bin Tepe,Sardis and the Lydian Tumuli of Bin Tepe,human,architecture,places
updated,The Archaeological Ensemble of 17th Century Port Royal,The Archaeological Ensemble of 17th Century Port Royal,human,architecture,places
updated,The Colonial Transisthmian Route of Panamá,The Colonial Transisthmian Route of Panamá,human,architecture,places
updated,"The Palaces of King Ludwig II of Bavaria: Neuschwanstein, Linderhof, Schachen and Herrenchiemsee","The Palaces of King Ludwig II of Bavaria: Neuschwanstein, Linderhof, Schachen and Herrenchiemsee",human,architecture,places
updated,Wixárika Route through Sacred Sites to Wirikuta (Tatehuarí Huajuyé),Wixárika Route through Sacred Sites to Wirikuta (Tatehuarí Huajuyé),human,sacred,places
updated,Xixia Imperial Tombs,Xixia Imperial Tombs,human,architecture,places
updated,"Yen Tu-Vinh Nghiem-Con Son, Kiep Bac Complex of Monuments and Landscapes","Yen Tu-Vinh Nghiem-Con Son, Kiep Bac Complex of Monuments and Landscapes",human,architecture,places
added,Kremlin and Red Square,Kremlin and Red Square,human,fortress,places
added,Stonehenge,Stonehenge,human,architecture,places
added,Angkor Wat,Angkor Wat,human,architecture,places
added,Alhambra,Alhambra,human,architecture,places
updated,Petra,Petra,human,archaeology,places
added,Machu Picchu,Machu Picchu,human,archaeology,places
updated,Chichén Itzá,Chichén Itzá,human,architecture,places
added,Hagia Sophia,Hagia Sophia,human,architecture,places
updated,Sydney Opera House,Sydney Opera House,human,architecture,places
updated,Great Wall of China,Great Wall of China,human,fortress,places
updated,Taj Mahal,Taj Mahal,human,architecture,places
updated,Statue of Liberty,Statue of Liberty,human,monument,places
added,Colosseum,Colosseum,human,architecture,places
added,Kiyomizu-dera,Kiyomizu-dera,human,architecture,places
updated,Timbuktu,Timbuktu,human,architecture,places
added,Eiffel Tower,Eiffel Tower,human,engineering,places
updated,Acropolis of Athens,Acropolis of Athens,human,architecture,places
added,Bangkok,Bangkok,human,city,places
added,Reykjavik,Reykjavik,human,city,places
added,Havana,Havana,human,city,places
added,Perth,Perth,human,city,places
added,Saint Petersburg,Saint Petersburg,human,city,places
added,Vancouver,Vancouver,human,city,places
added,Mexico City,Mexico City,human,city,places
added,Istanbul,Istanbul,human,city,places
added,Durban,Durban,human,city,places
updated,Vigan,Vigan,human,city,places
added,Beirut,Beirut,human,city,places
updated,Quito,Quito,human,city,places
added,Shenzhen,Shenzhen,human,city,places
added,Chicago,Chicago,human,city,places
added,Seoul,Seoul,human,city,places
added,Ho Chi Minh City,Ho Chi Minh City,human,city,places
updated,Prague,Prague,human,city,places
added,Kyoto,Kyoto,human,city,places
added,London,London,human,city,places
added,La Paz,La Paz,human,city,places
added,Phnom Penh,Phnom Penh,human,city,places
added,Mumbai,Mumbai,human,city,places
added,Athens,Athens,human,city,places
added,Casablanca,Casablanca,human,city,places
added,Mendoza,Mendoza,human,city,places
added,Barcelona,Barcelona,human,city,places
added,Doha,Doha,human,city,places
added,Kuala Lumpur,Kuala Lumpur,human,city,places
added,Pyramids of Giza,Pyramids of Giza,human,archaeology,places
added,Hanging Gardens of Babylon,Hanging Gardens of Babylon,human,archaeology,places
added,Statue of Zeus at Olympia,Statue of Zeus at Olympia,human,archaeology,places
added,Temple of Artemis at Ephesus,Temple of Artemis at Ephesus,human,sacred,places
added,Mausoleum at Halicarnassus,Mausoleum at Halicarnassus,human,archaeology,places
added,Colossus of Rhodes,Colossus of Rhodes,human,archaeology,places
added,Channel Tunnel,Channel Tunnel,human,engineering,places
added,CN Tower,CN Tower,human,engineering,places
added,Delta Works / Netherlands North Sea Protection Works,Delta Works / Netherlands North Sea Protection Works,human,engineering,places
added,Empire State Building,Empire State Building,human,engineering,places
added,Itaipu Dam,Itaipu Dam,human,engineering,places
added,Panama Canal,Panama Canal,human,engineering,places
added,Golden Gate Bridge,Golden Gate Bridge,human,engineering,places
added,SS Great Eastern,SS Great Eastern,human,engineering,places
added,Bell Rock Lighthouse,Bell Rock Lighthouse,human,engineering,places
added,Brooklyn Bridge,Brooklyn Bridge,human,engineering,places
added,London sewer system,London sewer system,human,engineering,places
added,First transcontinental railroad,First transcontinental railroad,human,engineering,places
updated,Panama Canal,Panama Canal,human,engineering,places
added,Hoover Dam,Hoover Dam,human,engineering,places
added,Barotse Floodplain Cultural Landscape,Barotse Floodplain Cultural Landscape,mixed,mixed_landscape,places
added,Belfast Assembly Rooms,Belfast Assembly Rooms,mixed,mixed_landscape,places
added,Bhuj Historic Water Systems,Bhuj Historic Water Systems,mixed,mixed_landscape,places
