issues,en,name,country,kind,category,tags,wikiEnTitle,wikiRuTitle,image
missing_image,Bursa and Cumalıkızık: the Birth of the Ottoman Empire,Бурса и Джумалыкызык: рождение Османской империи,Türkiye,human,architecture,unesco,Bursa and Cumalıkızık: the Birth of the Ottoman Empire,Бурса и Джумалыкызык: рождение Османской империи,
missing_image,Pergamon and its Multi-Layered Cultural Landscape,Пергам и его многослойный культурный ландшафт,Türkiye,human,architecture,unesco,Pergamon and its Multi-Layered Cultural Landscape,Пергам и его многослойный культурный ландшафт,
missing_image,Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,Культурный ландшафт «Крепость Диярбакыр и сады Хевсель»,Türkiye,human,fortress,unesco,Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,Культурный ландшафт «Крепость Диярбакыр и сады Хевсель»,
missing_image,Archaeological Site of Ani,Археологический объект Ани,Türkiye,human,architecture,unesco,Archaeological Site of Ani,Археологический объект Ани,
missing_image,Arslantepe Mound,Курган Арслантепе,Türkiye,human,archaeology,unesco,Arslantepe Mound,Курган Арслантепе,
missing_image,Sardis and the Lydian Tumuli of Bin Tepe,Сарды и лидийские курганы Бинтепе,Türkiye,human,architecture,unesco,Sardis and the Lydian Tumuli of Bin Tepe,Сарды и лидийские курганы Бинтепе,
missing_image,"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra","Киев: Софийский собор и связанные с ним монастырские строения, Киево-Печерская лавра",Ukraine,human,sacred,unesco|endangered,"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra","Киев: Софийский собор и связанные с ним монастырские строения, Киево-Печерская лавра",
missing_image,Ancient City of Tauric Chersonese and its Chora,Древний город Херсонес Таврический и его хора,Ukraine,human,archaeology,unesco,Ancient City of Tauric Chersonese and its Chora,Древний город Херсонес Таврический и его хора,
missing_image,The Historic Centre of Odesa,Исторический центр Одессы,Ukraine,human,city,unesco|endangered,The Historic Centre of Odesa,Исторический центр Одессы,
missing_image,"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)","Культурные объекты Аль-Айн: Хафит, Хили, Бидаа Бинт аль-Азиз и оазисы этого района",United Arab Emirates,human,architecture,unesco,"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)","Культурные объекты Аль-Айн: Хафит, Хили, Бидаа Бинт аль-Азиз и оазисы этого района",
missing_image,Faya Palaeolandscape,Палеоландшафт Файя,United Arab Emirates,human,architecture,unesco,Faya Palaeolandscape,Палеоландшафт Файя,
missing_image,Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,"Вестминстерский дворец, Вестминстерское аббатство и церковь Cент-Маргарет (Лондон)",United Kingdom of Great Britain and Northern Ireland,human,sacred,unesco,Palace of Westminster and Westminster Abbey including Saint Margaret's Church,"Вестминстерский дворец, Вестминстерское аббатство и церковь Cент-Маргарет (Лондон)",
missing_image,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church","Кафедральный собор, монастырь Сент-Огастин и церковь Сент-Мартин в городе Кентербери",United Kingdom of Great Britain and Northern Ireland,human,sacred,unesco,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church","Кафедральный собор, монастырь Сент-Огастин и церковь Сент-Мартин в городе Кентербери",
missing_image,Pontcysyllte Aqueduct and Canal,Акведук и канал Понткисиллте,United Kingdom of Great Britain and Northern Ireland,human,engineering,unesco,Pontcysyllte Aqueduct and Canal,Акведук и канал Понткисиллте,
missing_image,The Forth Bridge,Мост Форт-Бридж,United Kingdom of Great Britain and Northern Ireland,human,engineering,unesco,The Forth Bridge,Мост Форт-Бридж,
missing_image,Gorham's Cave Complex,Комплекс пещеры Горама,United Kingdom of Great Britain and Northern Ireland,human,architecture,unesco,Gorham's Cave Complex,Комплекс пещеры Горама,
missing_image,Monticello and the University of Virginia in Charlottesville,Усадьба Монтичелло и университет штата Виргиния в городе Шарлотсвилл,United States of America,human,architecture,unesco,Monticello and the University of Virginia in Charlottesville,Усадьба Монтичелло и университет штата Виргиния в городе Шарлотсвилл,
missing_image,Monumental Earthworks of Poverty Point,Монументальные земляные сооружения Поверти-Пойнт,United States of America,human,architecture,unesco,Monumental Earthworks of Poverty Point,Монументальные земляные сооружения Поверти-Пойнт,
missing_image,San Antonio Missions,Миссии Сан-Антонио,United States of America,human,architecture,unesco,San Antonio Missions,Миссии Сан-Антонио,
missing_image,Fray Bentos Industrial Landscape,Культурно-индустриальный ландшафт города Фрай-Бентос,Uruguay,human,engineering,unesco,Fray Bentos Industrial Landscape,Культурно-индустриальный ландшафт города Фрай-Бентос,
missing_image,The work of engineer Eladio Dieste: Church of Atlántida,Работа инженера Эладио Диесте: Церковь Атлантиды,Uruguay,human,sacred,unesco,The work of engineer Eladio Dieste: Church of Atlántida,Работа инженера Эладио Диесте: Церковь Атлантиды,
missing_image,Central Sector of the Imperial Citadel of Thang Long - Hanoi,"Императорская цитадель Тханг Лонг, Ханой",Viet Nam,human,fortress,unesco,Central Sector of the Imperial Citadel of Thang Long - Hanoi,"Императорская цитадель Тханг Лонг, Ханой",
missing_image,"Yen Tu-Vinh Nghiem-Con Son, Kiep Bac Complex of Monuments and Landscapes","Комплекс памятников и ландшафтов Йенты, Виньнгием, Коншон, Киепбак",Viet Nam,human,architecture,unesco,"Yen Tu-Vinh Nghiem-Con Son, Kiep Bac Complex of Monuments and Landscapes","Комплекс памятников и ландшафтов Йенты, Виньнгием, Коншон, Киепбак",
missing_image,Natural and Cultural Heritage of the Ohrid region,Природное и культурное наследие Охридского региона,"Albania,North Macedonia",mixed,mixed_landscape,unesco,Natural and Cultural Heritage of the Ohrid region,Природное и культурное наследие Охридского региона,
missing_image,"Qhapaq Ñan, Andean Road System","Капак-Ньян, Андская дорожная система","Argentina,Bolivia (Plurinational State of),Chile,Colombia,Ecuador,Peru",mixed,mixed_landscape,unesco|endangered,"Qhapaq Ñan, Andean Road System","Капак-Ньян, Андская дорожная система",
missing_image,Frontiers of the Roman Empire – The Danube Limes (Western Segment),Укрепленные рубежи Римской империи - Дунайские рубежи (западный сегмент),"Austria,Germany,Slovakia",human,architecture,unesco,Frontiers of the Roman Empire - The Danube Limes (Western Segment),Укрепленные рубежи Римской империи - Дунайские рубежи (западный сегмент),
missing_image,Stećci Medieval Tombstone Graveyards,Стечки – средневековые надгробья,"Bosnia and Herzegovina,Croatia,Montenegro,Serbia",human,architecture,unesco,Stećci Medieval Tombstone Graveyards,Стечки – средневековые надгробья,
missing_image,Venetian Works of Defence between the 16th and 17th Centuries: Stato da Terra – Western Stato da Mar,Венецианские оборонительные сооружения XVI-XVII веков,"Croatia,Italy,Montenegro",human,fortress,unesco,Venetian Works of Defence between the 16th and 17th Centuries: Stato da Terra - Western Stato da Mar,Венецианские оборонительные сооружения XVI-XVII веков,
missing_image,Erzgebirge/Krušnohoří Mining Region,Горнодобывающий регион Erzgebirge/Krušné hory,"Czechia,Germany",human,engineering,unesco,Erzgebirge/Krušnohoří Mining Region,Горнодобывающий регион Erzgebirge/Krušné hory,
missing_image,Moravian Church Settlements,Поселения Моравской церкви,"Denmark,Germany,United Kingdom of Great Britain and Northern Ireland,United States of America",human,sacred,unesco,Moravian Church Settlements,Поселения Моравской церкви,
missing_image,Frontiers of the Roman Empire – The Lower German Limes,Укрепленные рубежи Римской империи - Нижнегерманские рубежи,"Germany,Netherlands (Kingdom of the)",human,architecture,unesco,Frontiers of the Roman Empire - The Lower German Limes,Укрепленные рубежи Римской империи - Нижнегерманские рубежи,
missing_image,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura","Исторический центр Рима и владения Ватикана, пользующиеся правами экстерриториальности, включая церковь Сан-Паоло-Фуори-ле-Мура","Holy See,Italy",human,city,unesco,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura","Исторический центр Рима и владения Ватикана, пользующиеся правами экстерриториальности, включая церковь Сан-Паоло-Фуори-ле-Мура",
missing_image,Funerary Tradition in the Prehistory of Sardinia – The domus de janas,Погребальная традиция доисторической Сардинии: домус-де-янас,Italy,human,architecture,unesco,Funerary Tradition in the Prehistory of Sardinia – The domus de janas,Погребальная традиция доисторической Сардинии: домус-де-янас,
missing_image,Mendoza,Мендоса,Argentina,human,city,,Mendoza,Мендоса,
missing_image,Delta Works / Netherlands North Sea Protection Works,Дельта-проект и защитные сооружения Северного моря в Нидерландах,Netherlands,human,engineering,engineering7,Delta Works / Netherlands North Sea Protection Works,Дельта-проект и защитные сооружения Северного моря в Нидерландах,
missing_image,Barotse Floodplain Cultural Landscape,Культурный ландшафт поймы Баротсе,Zambia,mixed,mixed_landscape,endangered,Barotse Floodplain Cultural Landscape,Культурный ландшафт поймы Баротсе,
missing_image,Belfast Assembly Rooms,Ассамблейные залы Белфаста,United Kingdom,mixed,mixed_landscape,endangered,Belfast Assembly Rooms,Ассамблейные залы Белфаста,
missing_image,Bhuj Historic Water Systems,Исторические водные системы Бхуджа,India,mixed,mixed_landscape,endangered,Bhuj Historic Water Systems,Исторические водные системы Бхуджа,
missing_image,Buddhist Grottoes of Maijishan and Yungang,Буддийские гроты Майцзишань и Юньган,China,mixed,mixed_landscape,endangered,Buddhist Grottoes of Maijishan and Yungang,Буддийские гроты Майцзишань и Юньган,
missing_image,Chapel of the Sorbonne,Часовня Сорбонны,France,mixed,mixed_landscape,endangered,Chapel of the Sorbonne,Часовня Сорбонны,
missing_image,Chief Ogiamien’s House,Дом вождя Огиамиена,Nigeria,mixed,mixed_landscape,endangered,Chief Ogiamien’s House,Дом вождя Огиамиена,
missing_image,Cinema Studio Namibe,Киностудия Намибе,Angola,mixed,mixed_landscape,endangered,Cinema Studio Namibe,Киностудия Намибе,
missing_image,Erdene Zuu Buddhist Monastery,Буддийский монастырь Эрдэнэ-Зуу,Mongolia,mixed,mixed_landscape,endangered,Erdene Zuu Buddhist Monastery,Буддийский монастырь Эрдэнэ-Зуу,
missing_image,Gaza Historic Urban Fabric,Историческая городская ткань Газы,Palestine,mixed,mixed_landscape,endangered,Gaza Historic Urban Fabric,Историческая городская ткань Газы,
missing_image,Historic City of Antakya,Исторический город Антакья,Türkiye,mixed,mixed_landscape,endangered,Historic City of Antakya,Исторический город Антакья,
missing_image,Historic Lighthouses of Maine,Исторические маяки Мэна,United States of America,mixed,mixed_landscape,endangered,Historic Lighthouses of Maine,Исторические маяки Мэна,
missing_image,Jewish Heritage of Debdou,Еврейское наследие Дебду,Morocco,mixed,mixed_landscape,endangered,Jewish Heritage of Debdou,Еврейское наследие Дебду,
missing_image,Kyiv Teacher’s House,Киевский дом учителя,Ukraine,mixed,mixed_landscape,endangered,Kyiv Teacher’s House,Киевский дом учителя,
missing_image,Monasteries of the Drino Valley,Монастыри долины Дрино,Albania,mixed,mixed_landscape,endangered,Monasteries of the Drino Valley,Монастыри долины Дрино,
missing_image,Musi Heritage Revitalization Project / Musi River Historic Buildings,Проект возрождения наследия Муси и исторические здания реки Муси,India,mixed,mixed_landscape,endangered,Musi Heritage Revitalization Project / Musi River Historic Buildings,Проект возрождения наследия Муси и исторические здания реки Муси,
missing_image,Noto Peninsula Heritage Sites,Объекты наследия полуострова Ното,Japan,mixed,mixed_landscape,endangered,Noto Peninsula Heritage Sites,Объекты наследия полуострова Ното,
missing_image,Ruins of Old Belchite,Руины старого Бельчите,Spain,mixed,mixed_landscape,endangered,Ruins of Old Belchite,Руины старого Бельчите,
missing_image,Serifos Historic Mining Landscape,Исторический горнодобывающий ландшафт Серифоса,Greece,mixed,mixed_landscape,endangered,Serifos Historic Mining Landscape,Исторический горнодобывающий ландшафт Серифоса,
missing_image,Swahili Coast Heritage Sites,Объекты наследия побережья Суахили,Comoros / Kenya / Mozambique / Tanzania,mixed,mixed_landscape,endangered,Swahili Coast Heritage Sites,Объекты наследия побережья Суахили,
missing_image,Terracotta Sculptures of Alcobaça Monastery,Терракотовые скульптуры монастыря Алкобаса,Portugal,mixed,mixed_landscape,endangered,Terracotta Sculptures of Alcobaça Monastery,Терракотовые скульптуры монастыря Алкобаса,
missing_image,The Great Trading Path,Великий торговый путь,United States of America,mixed,mixed_landscape,endangered,The Great Trading Path,Великий торговый путь,
missing_image,Waru Waru Agricultural Fields,Сельскохозяйственные поля вару-вару,Peru,mixed,mixed_landscape,endangered,Waru Waru Agricultural Fields,Сельскохозяйственные поля вару-вару,
missing_image,Water Reservoirs of Tunis Medina,Водохранилища медины Туниса,Tunisia,mixed,mixed_landscape,endangered,Water Reservoirs of Tunis Medina,Водохранилища медины Туниса,
missing_image,Arakelots Monastery and Settlement,Монастырь и поселение Аракелоц,Armenia,human,sacred,endangered,Arakelots Monastery and Settlement,Монастырь и поселение Аракелоц,
missing_image,Castle of Monemvasia,Крепость Монемвасия,Greece,human,fortress,endangered,Castle of Monemvasia,Крепость Монемвасия,
missing_image,Great Synagogue in Orla,Большая синагога в Орле,Poland,human,sacred,endangered,Great Synagogue in Orla,Большая синагога в Орле,
missing_image,Generalštab Modernist Complex in Belgrade,Модернистский комплекс Генштаба в Белграде,Serbia,human,architecture,endangered,Generalštab Modernist Complex in Belgrade,Модернистский комплекс Генштаба в Белграде,
missing_image,"Valhalla Swimming Hall, Gothenburg",Плавательный зал Валгалла в Гётеборге,Sweden,human,architecture,endangered,"Valhalla Swimming Hall, Gothenburg",Плавательный зал Валгалла в Гётеборге,
missing_image,"Victoria Tower Gardens, London",Сады башни Виктории в Лондоне,United Kingdom,human,engineering,endangered,"Victoria Tower Gardens, London",Сады башни Виктории в Лондоне,
missing_image,Baeza,Баэса,Spain,human,city,unesco|heritage_city,Baeza,Баэса,
missing_image,Bam,Бам,Iran,human,city,unesco|heritage_city,Bam,Бам,
missing_image,Bath,Бат,United Kingdom,human,city,unesco|heritage_city,Bath,Бат,
missing_image,Cáceres,Касерес,Spain,human,city,unesco|heritage_city,Cáceres,Касерес,
missing_image,Cartagena,Картахена,Colombia,human,city,unesco|heritage_city,Cartagena,Картахена,
missing_image,Chorá of Patmos,Хора острова Патмос,Greece,human,city,unesco|heritage_city,Chorá of Patmos,Хора острова Патмос,
missing_image,Cordoba,Кордова,Spain,human,city,unesco|heritage_city,Córdoba,Кордова,
missing_image,Coro,Коро,Venezuela,human,city,unesco|heritage_city,Coro,Коро,
missing_image,Cuenca,Куэнка,Ecuador,human,city,unesco|heritage_city,Cuenca,Куэнка,
missing_image,Diamantina,Дайамантина,Brazil,human,city,unesco|heritage_city,Diamantina,Дайамантина (значения),
missing_image,Fez,Фес,Morocco,human,city,unesco|heritage_city,Fez,Фес,
missing_image,George Town,Джорджтаун,Malaysia,human,city,unesco|heritage_city,Georgetown,Джорджтаун,
missing_image,Hoi An,Хойан,Vietnam,human,city,unesco|heritage_city,Hội An,Хойан,
missing_image,Karangasem,Карангасем,Indonesia,human,city,unesco|heritage_city,Karangasem,Карангасем,
missing_image,Lalitpur (Patan),Лалитпур (Патан),Nepal,human,city,unesco|heritage_city,Lalitpur (Patan),Лалитпур (Патан),
missing_image,Lunenburg,Луненберг,Canada,human,city,unesco|heritage_city,Luneberg,Луненберг,
missing_image,Mérida,Мерида,Spain,human,city,unesco|heritage_city,Merida,Мерида,
missing_image,Nancy,Нанси,France,human,city,unesco|heritage_city,Nancy,Нанси,
missing_image,Nara,Нара,Japan,human,city,unesco|heritage_city,Nara,Нара,
missing_image,Neringa,Неринга,Lithuania,human,city,unesco|heritage_city,Neringa,Неринга,
missing_image,Rauma,Рёума,Finland,human,city,unesco|heritage_city,Rauma,Рёума (значения),
missing_image,Roros,Рёрус,Norway,human,city,unesco|heritage_city,Røros,Рёрус,
missing_image,Saint-Louis,Сен-Луи,Senegal,human,city,unesco|heritage_city,Saint Louis,Сен-Луи,
missing_image,São Luís,Сан-Луис,Brazil,human,city,unesco|heritage_city,São Luís,Сан-Луис,
missing_image,Split,Сплит,Croatia,human,city,unesco|heritage_city,Split,Сплит,
missing_image,Tel-Aviv-Yafo,Тель-Авив-Яффо,Israel,human,city,unesco|heritage_city,Tel-Aviv-Yafo,Тель-Авив-Яффо,
missing_image,Toledo,Толедо,Spain,human,city,unesco|heritage_city,Toledo,Толедо,
